2024-12-29 11:07:15: Acceleration=9.74m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:43: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:43: Acceleration=9.71m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:43: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:43: Acceleration=9.74m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:44: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:44: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:44: Acceleration=9.73m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:44: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:44: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:44: Acceleration=9.73m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:44: Acceleration=9.71m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:44: Acceleration=9.76m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:44: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:45: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:45: Acceleration=9.73m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:45: Acceleration=9.74m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:45: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:45: Acceleration=9.73m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:45: Acceleration=9.71m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:45: Acceleration=9.73m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:45: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:45: Acceleration=9.75m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:45: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:46: Acceleration=9.75m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:46: Acceleration=9.73m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:46: Acceleration=9.77m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:46: Acceleration=9.71m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:46: Acceleration=9.75m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:46: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:46: Acceleration=9.73m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:46: Acceleration=9.73m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:46: Acceleration=9.74m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:46: Acceleration=9.71m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:47: Acceleration=9.75m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:47: Acceleration=9.73m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:47: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:47: Acceleration=9.73m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:47: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:47: Acceleration=9.71m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:47: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:47: Acceleration=9.75m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:47: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:47: Acceleration=9.73m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:48: Acceleration=9.73m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:48: Acceleration=9.74m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:48: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:48: Acceleration=9.73m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:48: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:48: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:48: Acceleration=9.75m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:48: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:48: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:48: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:49: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:49: Acceleration=9.71m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:49: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:49: Acceleration=9.69m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:49: Acceleration=9.74m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:49: Acceleration=9.73m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:49: Acceleration=9.71m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:49: Acceleration=9.74m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:49: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:49: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:50: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:50: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:50: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:50: Acceleration=9.75m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:50: Acceleration=9.74m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:50: Acceleration=9.70m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:50: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:50: Acceleration=9.75m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:50: Acceleration=9.73m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:50: Acceleration=9.73m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:51: Acceleration=9.74m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:51: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:51: Acceleration=9.75m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:51: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:51: Acceleration=9.74m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:51: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:51: Acceleration=9.73m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:51: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:51: Acceleration=9.77m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:51: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:52: Acceleration=9.75m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:52: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:52: Acceleration=9.71m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:52: Acceleration=9.74m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:52: Acceleration=9.75m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:52: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:52: Acceleration=9.74m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:52: Acceleration=9.75m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:52: Acceleration=9.71m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:52: Acceleration=9.74m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:53: Acceleration=9.70m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:53: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:53: Acceleration=9.74m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:53: Acceleration=9.74m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:53: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:53: Acceleration=9.71m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:53: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:53: Acceleration=9.74m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:53: Acceleration=9.71m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:53: Acceleration=9.76m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:54: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:54: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:54: Acceleration=9.70m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:54: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:54: Acceleration=10.04m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:54: Acceleration=10.00m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:54: Acceleration=9.01m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:54: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:54: Acceleration=10.02m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:54: Acceleration=10.10m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:55: Acceleration=9.59m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:55: Acceleration=9.31m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:55: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:55: Acceleration=10.28m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:55: Acceleration=9.60m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:55: Acceleration=10.17m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:55: Acceleration=10.14m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:55: Acceleration=6.01m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:55: Acceleration=8.57m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:55: Acceleration=11.94m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:56: Acceleration=9.88m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:56: Acceleration=8.85m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:56: Acceleration=9.91m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:56: Acceleration=11.03m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:56: Acceleration=9.31m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:56: Acceleration=10.04m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:56: Acceleration=10.40m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:56: Acceleration=9.85m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:56: Acceleration=9.36m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:56: Acceleration=9.73m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:57: Acceleration=9.32m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:57: Acceleration=9.58m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:57: Acceleration=9.60m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:57: Acceleration=9.91m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:57: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:57: Acceleration=9.90m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:57: Acceleration=9.63m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:57: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:57: Acceleration=9.77m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:57: Acceleration=9.70m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:58: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:58: Acceleration=9.67m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:58: Acceleration=9.70m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:58: Acceleration=9.73m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:58: Acceleration=9.71m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:58: Acceleration=9.70m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:58: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:58: Acceleration=9.73m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:58: Acceleration=9.74m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:58: Acceleration=9.69m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:59: Acceleration=9.73m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:59: Acceleration=9.76m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:59: Acceleration=9.70m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:59: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:59: Acceleration=9.74m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:59: Acceleration=9.74m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:59: Acceleration=327.09m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:59: Acceleration=9.73m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:07:59: Acceleration=9.75m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:08:00: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:08:00: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:08:00: Acceleration=9.74m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:08:00: Acceleration=9.73m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:08:00: Acceleration=9.73m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:08:00: Acceleration=9.74m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:08:00: Acceleration=9.74m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:08:00: Acceleration=9.75m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:08:00: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:08:00: Acceleration=9.73m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:08:01: Acceleration=9.74m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:08:01: Acceleration=9.73m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:08:01: Acceleration=9.85m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:08:01: Acceleration=9.87m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:08:01: Acceleration=9.38m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:08:01: Acceleration=7.53m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:08:01: Acceleration=10.32m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:08:01: Acceleration=10.22m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:08:01: Acceleration=9.96m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:08:01: Acceleration=8.40m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:08:02: Acceleration=10.22m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:08:02: Acceleration=6.52m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:08:02: Acceleration=10.64m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:08:02: Acceleration=10.78m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:08:02: Acceleration=28.98m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:08:02: Acceleration=13.10m/s^2, Velocity=0.0km/h, Status=POTENTIAL_ACCIDENT
2024-12-29 11:08:02: Acceleration=9.50m/s^2, Velocity=0.0km/h, Status=POTENTIAL_ACCIDENT
2024-12-29 11:08:02: Acceleration=9.57m/s^2, Velocity=0.0km/h, Status=POTENTIAL_ACCIDENT
2024-12-29 11:08:02: Acceleration=11.28m/s^2, Velocity=0.0km/h, Status=POTENTIAL_ACCIDENT
2024-12-29 11:08:02: Acceleration=9.49m/s^2, Velocity=0.0km/h, Status=POTENTIAL_ACCIDENT
2024-12-29 11:08:03: Acceleration=9.46m/s^2, Velocity=0.0km/h, Status=POTENTIAL_ACCIDENT
2024-12-29 11:08:03: Acceleration=9.60m/s^2, Velocity=0.0km/h, Status=POTENTIAL_ACCIDENT
2024-12-29 11:08:03: Acceleration=9.60m/s^2, Velocity=0.0km/h, Status=POTENTIAL_ACCIDENT
2024-12-29 11:08:03: Acceleration=9.98m/s^2, Velocity=0.0km/h, Status=POTENTIAL_ACCIDENT
2024-12-29 11:08:03: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:08:03: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:08:03: Acceleration=9.89m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:08:03: Acceleration=9.85m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:08:03: Acceleration=10.68m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:08:03: Acceleration=10.46m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:08:04: Acceleration=9.51m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:08:04: Acceleration=10.00m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:08:04: Acceleration=9.69m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:08:04: Acceleration=9.64m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:08:04: Acceleration=13.88m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:08:04: Acceleration=10.69m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:08:04: Acceleration=10.36m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:08:04: Acceleration=10.21m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:08:04: Acceleration=10.13m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:08:04: Acceleration=10.03m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:08:05: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:08:05: Acceleration=9.77m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:08:05: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:08:05: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:08:05: Acceleration=10.27m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:08:05: Acceleration=8.60m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:15: Acceleration=9.76m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:15: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:15: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:16: Acceleration=9.74m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:16: Acceleration=9.73m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:16: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:16: Acceleration=9.71m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:16: Acceleration=9.74m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:16: Acceleration=9.73m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:16: Acceleration=9.73m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:16: Acceleration=9.74m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:16: Acceleration=9.73m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:16: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:17: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:17: Acceleration=9.74m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:17: Acceleration=9.73m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:17: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:17: Acceleration=9.73m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:17: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:17: Acceleration=9.74m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:17: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:17: Acceleration=9.76m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:18: Acceleration=9.73m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:18: Acceleration=9.73m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:18: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:18: Acceleration=9.73m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:18: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:18: Acceleration=9.71m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:18: Acceleration=9.70m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:18: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:18: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:18: Acceleration=9.73m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:19: Acceleration=9.71m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:19: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:19: Acceleration=9.75m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:19: Acceleration=9.75m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:19: Acceleration=9.74m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:19: Acceleration=9.74m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:19: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:19: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:19: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:19: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:20: Acceleration=9.77m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:20: Acceleration=9.74m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:20: Acceleration=10.04m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:20: Acceleration=9.94m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:20: Acceleration=9.90m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:20: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:20: Acceleration=9.37m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:20: Acceleration=10.39m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:20: Acceleration=10.29m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:20: Acceleration=9.42m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:21: Acceleration=9.92m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:21: Acceleration=9.75m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:21: Acceleration=9.90m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:21: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:21: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:21: Acceleration=12.13m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:21: Acceleration=9.62m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:21: Acceleration=10.49m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:21: Acceleration=9.06m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:21: Acceleration=11.21m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 11:09:22: Acceleration=11.85m/s^2, Velocity=0.0km/h, Status=POTENTIAL_ACCIDENT
2024-12-29 11:09:22: Acceleration=11.24m/s^2, Velocity=0.0km/h, Status=POTENTIAL_ACCIDENT
